,Song,Video Title,Views
273694,Let Me Go,"Hailee Steinfeld, Alesso - Let Me Go ft. Florida Georgia Line, watt",751525.0
273709,I Could Use A Love Song,,
273773,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
273784,Never Be The Same,,
273793,Heaven,Julia Michaels - Heaven,302698.0
273832,Love.,,
273850,Let Me Go,"Hailee Steinfeld, Alesso - Let Me Go ft. Florida Georgia Line, watt",751525.0
273868,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
273920,Love.,,
273954,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
273987,Love.,,
274030,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274058,Love.,,
274096,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274119,Love.,,
274153,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274155,Love.,,
274205,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274212,Love.,,
274255,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274260,Love.,,
274297,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274301,Love.,,
274337,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274340,Love.,,
274370,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274374,Love.,,
274399,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274400,Love.,,
274426,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274427,Love.,,
274454,Love.,,
274456,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274479,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274480,Love.,,
274502,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274505,Love.,,
274526,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274529,Love.,,
274542,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274547,Love.,,
274556,Havana,Camila Cabello - Havana (Vertical Video) ft. Young Thug,5476737.0
274563,Love.,,
274822,Get You,,
274830,Female,Keith Urban - Female (Lyric Video),55467.0
275183,Mayores,,
275207,Mayores,,
275815,Sad!,,
275886,Chun-Li,Nicki Minaj - Chun-Li,5294561.0
275976,Bartier Cardi,,
276482,Plug Walk,,
276486,Be Careful,,
276763,Say Something,Justin Timberlake - Say Something (Official Video) ft. Chris Stapleton,2125929.0
277081,All The Stars,"Kendrick Lamar, SZA - All The Stars (Audio)",1685423.0
277085,Call Out My Name,The Weeknd - Call Out My Name (Official Video),7831865.0
277315,Powerglide,,
277630,Outside Today,,
277726,Boo'd Up,,
278596,River,Breaking Benjamin - Red Cold River (Audio Only),334173.0
278973,Rubbin Off The Paint,,
279157,Ric Flair Drip,,
279559,Stir Fry,Migos - Stir Fry (Audio),487995.0
279722,Delicate,Taylor Swift - Delicate,14820746.0
280131,Billy,,
280258,Changes,,
280813,Singles You Up,,
281104,Codeine Dreaming,,
281305,Candy Paint,,
281890,Betrayed,,
282129,Pick It Up,,
282196,Red Roses,,
282400,Sit Next To Me,,
282453,Rewrite The Stars,,
282518,She's With Me,,
282733,44 More,,
282821,At The Club,,
283139,Booty,,
283173,Diamond Teeth Samurai,,
283293,Best Friend,,
283424,Corazon,,
283609,Psycho,,
283964,Pray For Me,"The Weeknd, Kendrick Lamar - Pray For Me (Audio)",3070722.0
284089,All The Stars,"Kendrick Lamar, SZA - All The Stars (Audio)",1685423.0
284319,Stir Fry,Migos - Stir Fry (Audio),487995.0
284730,Boo'd Up,,
284733,Sad!,,
284834,Bartier Cardi,,
285229,Plug Walk,,
285424,Crew,,
285705,Rockstar,,
285719,Bodak Yellow (Money Moves),,
285766,Bad At Love,,
285871,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
285948,Ric Flair Drip,,
286016,Bank Account,,
286103,Roll In Peace,,
286126,Rake It Up,,
286221,Plain Jane,,
286337,Silence,,
286563,Rockstar,,
286578,Bodak Yellow (Money Moves),,
286668,Bad At Love,,
286707,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
286820,Ric Flair Drip,,
286827,Bank Account,,
286990,Roll In Peace,,
287038,Plain Jane,,
287280,Bodak Yellow (Money Moves),,
287295,Rockstar,,
287355,Bad At Love,,
287397,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
287498,Bank Account,,
287545,Ric Flair Drip,,
287690,Plain Jane,,
287691,Roll In Peace,,
287856,Bodak Yellow (Money Moves),,
287878,Rockstar,,
287911,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
287969,Bad At Love,,
288075,Bank Account,,
288208,Ric Flair Drip,,
288264,Roll In Peace,,
288371,Bodak Yellow (Money Moves),,
288440,Rockstar,,
288472,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
288523,Bad At Love,,
288577,Strip That Down,,
288632,Bank Account,,
288694,Ric Flair Drip,,
288856,Bodak Yellow (Money Moves),,
288891,Rockstar,,
288939,Bad At Love,,
288950,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
289016,Strip That Down,,
289031,Ric Flair Drip,,
289041,Bank Account,,
289237,Bodak Yellow (Money Moves),,
289255,Rockstar,,
289338,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
289346,Bad At Love,,
289383,Ric Flair Drip,,
289411,Strip That Down,,
289449,Bank Account,,
289518,1-800-273-8255,,
289579,Bodak Yellow (Money Moves),,
289592,Rockstar,,
289667,Slow Hands,,
289678,Bad At Love,,
289709,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
289806,1-800-273-8255,,
289853,Attention,,
289857,Bodak Yellow (Money Moves),,
289874,Rockstar,,
289941,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
289954,Slow Hands,,
289963,Bad At Love,,
290052,1-800-273-8255,,
290070,Bodak Yellow (Money Moves),,
290123,Attention,,
290130,Rockstar,,
290176,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
290217,Bad At Love,,
290229,Slow Hands,,
290246,Rockstar,,
290269,1-800-273-8255,,
290293,Bodak Yellow (Money Moves),,
290322,Attention,,
290370,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
290413,Bad At Love,,
290435,Rockstar,,
290459,1-800-273-8255,,
290499,Bodak Yellow (Money Moves),,
290516,Attention,,
290557,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
290603,Rockstar,,
290649,1-800-273-8255,,
290678,Bodak Yellow (Money Moves),,
290687,Attention,,
290714,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
290780,1-800-273-8255,,
290806,Attention,,
290836,Sorry Not Sorry,Demi Lovato - Sorry Not Sorry in the Live Lounge,131153.0
290904,Attention,,
290941,1-800-273-8255,,
291038,Attention,,
291056,1-800-273-8255,,
291145,Attention,,
291149,1-800-273-8255,,
291194,1-800-273-8255,,
291237,Attention,,
291240,Something Just Like This,,
291294,1-800-273-8255,,
291342,Believer,,
291371,1-800-273-8255,,
291400,Believer,,
291457,Believer,,
291499,Despacito,,
291508,Believer,,
291539,Despacito,,
291548,Shape Of You,,
291553,Believer,,
291575,Despacito,,
291577,Believer,,
291584,Shape Of You,,
291606,Believer,,
291610,Shape Of You,,
291616,Despacito,,
291636,Shape Of You,,
291640,Believer,,
291642,Despacito,,
291661,Shape Of You,,
291663,Believer,,
291666,Despacito,,
291683,Shape Of You,,
291687,Despacito,,
291689,Believer,,
291706,Shape Of You,,
291710,Believer,,
291713,Despacito,,
291725,Shape Of You,,
291742,Shape Of You,,
291752,Shape Of You,,
291760,Shape Of You,,
291768,Shape Of You,,
291775,Shape Of You,,
291781,Shape Of You,,
291807,A Holly Jolly Christmas,,
291811,Tell Me You Love Me,Demi Lovato - Tell Me You Love Me,6296393.0
291813,The Champion,Carrie Underwood - The Champion (Official Lyric Video) ft. Ludacris,396804.0
291867,Pull Up N Wreck,,
291883,Dark Knight Dummo,,
291884,Broken Clocks,,
291920,Tequila,,
291962,Sativa,Jhené Aiko - Sativa ft. Rae Sremmurd,1063246.0
291980,Alone,"Halsey - Alone (Audio) ft. Big Sean, Stefflon Don",627239.0
292000,All On Me,,
292020,Tempo,,
292034,Criminal,,
292122,Rock,"G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly",5050147.0
292147,Supplies,Justin Timberlake - Supplies (Official Video),2314738.0
292156,A Holly Jolly Christmas,,
292216,Tequila,,
292267,Sativa,Jhené Aiko - Sativa ft. Rae Sremmurd,1063246.0
292269,Tell Me You Love Me,Demi Lovato - Tell Me You Love Me,6296393.0
292301,Dark Knight Dummo,,
292377,All On Me,,
292398,Tempo,,
292438,Broken Halos,,
292450,Beautiful Trauma,P!nk - Beautiful Trauma (Official Video),2484089.0
292451,Cry Pretty,Carrie Underwood - Cry Pretty (Official Music Video),945426.0
292457,Rock,"G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly",5050147.0
292478,Broken Clocks,,
292496,Criminal,,
292513,Alone,"Halsey - Alone (Audio) ft. Big Sean, Stefflon Don",627239.0
292564,A Holly Jolly Christmas,,
292619,Tequila,,
292666,Sativa,Jhené Aiko - Sativa ft. Rae Sremmurd,1063246.0
292694,Tell Me You Love Me,Demi Lovato - Tell Me You Love Me,6296393.0
292738,Barbie Tingz,,
292754,Ask Me How I Know,,
292785,Tempo,,
292825,Alone,"Halsey - Alone (Audio) ft. Big Sean, Stefflon Don",627239.0
292869,Rock,"G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly",5050147.0
292883,Broken Clocks,,
292888,All On Me,,
292889,Broken Halos,,
292918,Beautiful Trauma,P!nk - Beautiful Trauma (Official Video),2484089.0
292923,Dark Knight Dummo,,
293066,Tell Me You Love Me,Demi Lovato - Tell Me You Love Me,6296393.0
293092,Ask Me How I Know,,
293094,Tequila,,
293128,Sativa,Jhené Aiko - Sativa ft. Rae Sremmurd,1063246.0
293164,Alone,"Halsey - Alone (Audio) ft. Big Sean, Stefflon Don",627239.0
293221,Beautiful Trauma,P!nk - Beautiful Trauma (Official Video),2484089.0
293274,Dark Knight Dummo,,
293288,Rock,"G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly",5050147.0
293372,Tell Me You Love Me,Demi Lovato - Tell Me You Love Me,6296393.0
293383,Tequila,,
293457,Ask Me How I Know,,
293565,Sativa,Jhené Aiko - Sativa ft. Rae Sremmurd,1063246.0
293569,Beautiful Trauma,P!nk - Beautiful Trauma (Official Video),2484089.0
293615,Dark Knight Dummo,,
293762,Tequila,,
293812,Tell Me You Love Me,Demi Lovato - Tell Me You Love Me,6296393.0
293854,Beautiful Trauma,P!nk - Beautiful Trauma (Official Video),2484089.0
293897,Sativa,Jhené Aiko - Sativa ft. Rae Sremmurd,1063246.0
293919,Ask Me How I Know,,
293926,Corazon,,
294087,Sky Walker,,
294100,Tequila,,
294162,Tell Me You Love Me,Demi Lovato - Tell Me You Love Me,6296393.0
294209,Beautiful Trauma,P!nk - Beautiful Trauma (Official Video),2484089.0
294232,Sativa,Jhené Aiko - Sativa ft. Rae Sremmurd,1063246.0
294234,Corazon,,
294369,Tequila,,
294382,Sky Walker,,
294467,Tell Me You Love Me,Demi Lovato - Tell Me You Love Me,6296393.0
294483,Beautiful Trauma,P!nk - Beautiful Trauma (Official Video),2484089.0
294510,Sativa,Jhené Aiko - Sativa ft. Rae Sremmurd,1063246.0
294528,Corazon,,
294631,Tequila,,
294661,Sky Walker,,
294748,Tell Me You Love Me,Demi Lovato - Tell Me You Love Me,6296393.0
294763,Beautiful Trauma,P!nk - Beautiful Trauma (Official Video),2484089.0
294766,Sativa,Jhené Aiko - Sativa ft. Rae Sremmurd,1063246.0
294874,Sky Walker,,
295010,Tell Me You Love Me,Demi Lovato - Tell Me You Love Me,6296393.0
295014,Beautiful Trauma,P!nk - Beautiful Trauma (Official Video),2484089.0
295077,Perfect,,
295137,Sky Walker,,
295241,Tell Me You Love Me,Demi Lovato - Tell Me You Love Me,6296393.0
295290,Beautiful Trauma,P!nk - Beautiful Trauma (Official Video),2484089.0
295295,Questions,,
295413,Ric Flair Drip,,
296007,Delicate,Taylor Swift - Delicate,14820746.0
296418,Singles You Up,,
296552,Rubbin Off The Paint,,
296603,Candy Paint,,
296848,Codeine Dreaming,,
297159,Billy,,
297222,Changes,,
297581,Betrayed,,
297640,Pick It Up,,
297678,Red Roses,,
298007,Sit Next To Me,,
298018,She's With Me,,
298162,Smooth,,
298303,At The Club,,
298409,Rewrite The Stars,,
298797,Psycho,,
300204,You Broke Up With Me,,
300205,You Broke Up With Me,,
300206,You Broke Up With Me,,
300207,You Broke Up With Me,,
300208,You Broke Up With Me,,
300209,You Broke Up With Me,,
300210,You Broke Up With Me,,
300211,You Broke Up With Me,,
300212,You Broke Up With Me,,
300213,You Broke Up With Me,,
300214,You Broke Up With Me,,
300215,You Broke Up With Me,,
300216,You Broke Up With Me,,
300217,You Broke Up With Me,,
300218,You Broke Up With Me,,
302377,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302378,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302379,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302380,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302381,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302382,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302383,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302384,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302385,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302386,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302387,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302388,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302389,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302390,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302391,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
302392,You Make It Easy,Jason Aldean - You Make It Easy (Lyric Video),340354.0
306140,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306141,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306142,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306143,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306144,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306145,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306146,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306147,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306148,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306149,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306150,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306151,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306152,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306153,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306154,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306155,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306156,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
306157,Young Dumb & Broke,"Imagine Dragons, Khalid - Thunder / Young Dumb & Broke (Medley/Audio)",783674.0
307230,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307231,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307232,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307233,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307234,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307235,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307236,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307237,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307238,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307239,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307240,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307241,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307242,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307243,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307244,Yours,Train - Have Yourself a Merry Little Christmas,30021.0
307299,Youth,Shawn Mendes - Youth (Lyric Video) ft. Khalid,2530830.0
307320,Yuck,,
307341,Zack And Codeine,,
307342,Zack And Codeine,,
307343,Zack And Codeine,,
307410,Zombie,,
307411,Zombie,,
307412,Zombie,,
307413,Zombie,,
307414,Zombie,,
307415,Zombie,,
307416,Zombie,,
307417,Zombie,,
307418,Zombie,,
307419,Zombie,,
307833,Same Bitches,,
308127,She's With Me,,
308172,Takin' Shots,,
308178,Sick Boy,The Chainsmokers - Sick Boy,1448694.0
308261,92 Explorer,,
308373,Best Life,,
308522,Psycho,,
308646,Sad!,,
308647,Pray For Me,"The Weeknd, Kendrick Lamar - Pray For Me (Audio)",3070722.0
308933,Bartier Cardi,,
309078,Call Out My Name,The Weeknd - Call Out My Name (Official Video),7831865.0
309326,Be Careful,,
309831,Say Something,Justin Timberlake - Say Something (Official Video) ft. Chris Stapleton,2125929.0
310632,Te Bote,,
310697,Powerglide,,
310727,Changes,,
310750,Outside Today,,
311145,River,Breaking Benjamin - Red Cold River (Audio Only),334173.0
311512,Rubbin Off The Paint,,
311513,Delicate,Taylor Swift - Delicate,14820746.0
311768,Plug Walk,,
311990,Chun-Li,Nicki Minaj - Chun-Li,5294561.0
312585,All The Stars,"Kendrick Lamar, SZA - All The Stars (Audio)",1685423.0
312590,Ric Flair Drip,,
312808,Boo'd Up,,
313052,Dame Tu Cosita,,
313630,Stir Fry,Migos - Stir Fry (Audio),487995.0
313649,Billy,,
313922,ATM,,
314387,OTW,,
314686,Betrayed,,
314785,Singles You Up,,
314919,44 More,,
314922,Codeine Dreaming,,
315409,Pick It Up,,
315820,Rewrite The Stars,,
315970,Candy Paint,,
316042,Sit Next To Me,,
316136,Red Roses,,
316645,Ring,,
316685,At The Club,,
316881,Booty,,
316890,Best Friend,,
316989,She's With Me,,
317073,Paramedic!,,
317161,Corazon,,
317250,Diamond Teeth Samurai,,
317475,Patek Water,,
317660,Psycho,,
